1.4987	6289	79.30322
2.0055	6251	79.06327
2.5026	6118	78.21765
3.0025	5956	77.17513
3.5026	5351	73.15053
4.0026	3358	57.94825
4.5029	3222	56.76266
5.0029	3331	57.71482
5.5038	3167	56.27611
6.0031	3317	57.5934
6.5036	3187	56.45352
7.0033	3312	57.54998
7.5031	3171	56.31163
8.0025	3303	57.47173
8.5016	3192	56.49779
9.0021	3193	56.50664
9.502	3323	57.64547
10.002	3152	56.14268
