   0   0   1   2     1.75446     3.58126    39.32440
   0   0   2   2     3.50893     1.79063    84.59003
   0   1   0   2     0.47765    13.15436    10.51185
   0   1   1   4     1.81832     3.45549    40.81819
   0   1   2   4     3.54129     1.77427    85.55519
   0   2   0   2     0.95530     6.57718    21.11349
   0   2   1   4     1.99768     3.14523    45.05407
   0   2   2   4     3.63664     1.72774    88.44421
   0   3   0   2     1.43295     4.38479    31.90184
   0   3   1   4     2.26528     2.77369    51.49923
   0   3   2   4     3.79024     1.65773    93.25407
   0   4   0   2     1.91060     3.28859    42.98980
   0   4   1   4     2.59394     2.42225    59.66563
   0   4   2   4     3.99537     1.57262   100.03463
   0   5   0   2     2.38825     2.63087    54.51922
   0   5   1   4     2.96343     2.12024    69.26782
   0   5   2   4     4.24456     1.48029   108.98307
   0   6   0   2     2.86590     2.19239    66.68295
   0   6   1   4     3.36029     1.86983    80.24769
   0   6   2   4     4.53056     1.38685   120.65714
   0   7   0   2     3.34355     1.87919    79.76754
   0   7   1   4     3.77591     1.66402    92.79641
   0   8   0   2     3.82120     1.64429    94.24950
   0   8   1   4     4.20473     1.49431   107.48940
   0   9   0   2     4.29885     1.46160   111.06381
   0   9   1   4     4.64309     1.35323   125.86215
   1   0  -2   2     3.49103     1.79981    84.05950
   1   0  -1   2     1.75515     3.57985    39.34052
   1   0   0   2     0.36070    17.41924     7.93337
   1   0   1   2     1.82645     3.44010    41.00894
   1   0   2   2     3.56343     1.76324    86.21998
   1   1  -2   4     3.52356     1.78319    85.02547
   1   1  -1   4     1.81899     3.45422    40.83382
   1   1   0   4     0.59855    10.49742    13.18304
   1   1   1   4     1.88788     3.32817    42.45359
   1   1   2   4     3.59530     1.74761    87.18318
   1   2  -2   4     3.61938     1.73598    87.91601
   1   2  -1   4     1.99829     3.14428    45.06850
   1   2   0   4     1.02113     6.15317    22.58691
   1   2   1   4     2.06120     3.04832    46.56936
   1   2   2   4     3.68926     1.70310    90.06906
   1   3  -2   4     3.77368     1.66500    92.72542
   1   3  -1   4     2.26581     2.77304    51.51229
   1   3   0   4     1.47765     4.25214    32.92487
   1   3   1   4     2.32148     2.70654    52.87457
   1   3   2   4     3.84075     1.63592    94.88289
   1   4  -2   4     3.97966     1.57882    99.49893
   1   4  -1   4     2.59441     2.42182    59.67747
   1   4   0   4     1.94435     3.23151    43.78807
   1   4   1   4     2.64317     2.37714    60.91660
   1   4   2   4     4.04332     1.55397   101.68899
   1   5  -2   4     4.22978     1.48546   108.42569
   1   5  -1   4     2.96383     2.11995    69.27874
   1   5   0   4     2.41534     2.60137    55.18985
   1   5   1   4     3.00661     2.08979    70.42521
   1   5   2   4     4.28973     1.46470   110.71038
   1   6  -2   4     4.51671     1.39110   120.04536
   1   6  -1   4     3.36065     1.86963    80.25805
   1   6   0   4     2.88851     2.17523    67.27875
   1   6   1   4     3.39843     1.84885    81.34838
   1   6   2   4     4.57290     1.37400   122.56494
   1   7  -1   4     3.77623     1.66388    92.80664
   1   7   0   4     3.36295     1.86835    80.32428
   1   7   1   4     3.80989     1.64918    93.88479
   1   8  -1   4     4.20502     1.49421   107.50011
   1   8   0   4     3.83819     1.63702    94.79958
   1   8   1   4     4.23527     1.48354   108.63224
   1   9  -1   4     4.64335     1.35316   125.87476
   1   9   0   4     4.31396     1.45648   111.65262
   2   0  -2   2     3.51031     1.78992    84.63107
   2   0  -1   2     1.82844     3.43636    41.05562
   2   0   0   2     0.72141     8.70962    15.90508
   2   0   1   2     1.96315     3.20057    44.23353
   2   0   2   2     3.65291     1.72005    88.94406
   2   1  -2   4     3.54266     1.77358    85.59618
   2   1  -1   4     1.88980     3.32478    42.49897
   2   1   0   4     0.86520     7.26208    19.10257
   2   1   1   4     2.02042     3.10984    45.59548
   2   1   2   4     3.68400     1.70553    89.90570
   2   2  -2   4     3.63798     1.72711    88.48509
   2   2  -1   4     2.06296     3.04571    46.61155
   2   2   0   4     1.19709     5.24871    26.54472
   2   2   1   4     2.18324     2.87792    49.50579
   2   2   2   4     3.77576     1.66409    92.79155
   2   3  -2   4     3.79152     1.65717    93.29500
   2   3  -1   4     2.32305     2.70472    52.91300
   2   3   0   4     1.60430     3.91647    35.83839
   2   3   1   4     2.43049     2.58515    55.56595
   2   3   2   4     3.92391     1.60126    97.62082
   2   4  -2   4     3.99658     1.57214   100.07613
