        6.02500     1962.13416782       60.49518798
        6.07500     1785.21999594       57.67784002
        6.12500     1845.19967203       58.00335473
        6.17500     1672.73857551       54.91033386
        6.22500     1778.39206196       57.63801782
        6.27500     1844.14634868       58.05635958
        6.32500     1837.97407698       57.80478683
        6.37500     1782.34811724       56.73276565
        6.42500     1890.06060899       59.20912445
        6.47500     1736.35587012       56.18715647
        6.52500     1764.39460420       56.65129655
        6.57500     1866.55148435       58.76170523
        6.62500     1893.93986181       58.87026759
        6.67500     1805.14888447       58.07971333
        6.72500     1783.08252076       56.84259464
        6.77500     1808.93019786       57.43359122
        6.82500     1869.89448775       58.32040672
        6.87500     1785.30626846       57.41157917
        6.92500     1875.30146160       58.71796642
        6.97500     1778.06188022       56.82710414
        7.02500     1731.65641177       56.03508557
        7.07500     1822.71370604       57.49570829
        7.12500     1736.61137480       56.22486923
        7.17500     1895.12081613       58.68062729
        7.22500     1800.22192675       57.38897894
        7.27500     1816.88582951       57.65712904
        7.32500     1721.21392332       56.02074156
        7.37500     1729.04910330       56.33546399
        7.42500     1774.01590535       57.43588562
        7.47500     1872.35312446       58.97358016
        7.52500     1827.83540895       58.03383227
        7.57500     1806.61052646       57.76903447
        7.62500     1816.15836094       57.20361148
        7.67500     1884.93749143       59.16487231
        7.72500     1776.63417908       57.22153396
        7.77500     1764.30785424       56.85402602
        7.82500     1768.60875040       56.72815212
        7.87500     1771.28573067       56.75565571
        7.92500     1782.39364718       57.08228082
        7.97500     1824.16819244       57.48441863
        8.02500     1763.05431530       57.26134217
        8.07500     1814.95927434       57.30815382
        8.12500     1613.73440900       53.88102363
        8.17500     1818.10743270       57.81245293
        8.22500     1733.03267457       56.10900453
        8.27500     1730.56631212       56.38489732
        8.32500     1810.50388874       57.95281726
        8.37500     1759.11248811       56.68660769
        8.42500     1749.92477356       56.86491443
        8.47500     1883.13667272       59.49054948
        8.52500     1752.95139836       56.34199186
        8.57500     1766.25986860       57.09507299
        8.62500     1793.29417883       40.52706892
        8.67500     1747.87022705       40.15175915
        8.72500     1839.49515501       40.90798355
        8.77500     1769.80599011       40.01669669
        8.82500     1770.58076680       40.47107828
        8.87500     1771.86530240       40.24888162
        8.92500     1788.25698605       40.42355623
        8.97500     1753.47369390       39.82083389
        9.02500     1734.32074513       39.82999505
        9.07500     1802.72627838       40.33035525
        9.12500     1740.28181672       39.62355784
        9.17500     1794.59361436       40.61871793
        9.22500     1738.41801857       39.87155342
        9.27500     1825.53601150       40.90211236
        9.32500     1733.94143922       39.73753778
        9.37500     1776.71753991       40.10128044
        9.42500     1827.74184271       40.79821554
        9.47500     1793.21834769       40.61881546
        9.52500     1739.23565495       39.82750341
        9.57500     1830.92696919       40.87949832
        9.62500     1742.72284952       39.82391353
        9.67500     1747.22036951       39.88505514
        9.72500     1755.66149334       39.87051812
        9.77500     1767.98331906       40.23342698
        9.82500     1763.04469519       40.10027909
        9.87500     1701.02346432       39.38863097
        9.92500     1696.62581848       39.12975665
        9.97500     1791.03376527       40.47598532
       10.02500     1831.84924438       41.25117033
       10.07500     1760.18327140       40.48806179
       10.12500     1785.81664558       40.33748631
       10.17500     1729.28950227       39.65175817
       10.22500     1780.07095952       40.23851106
       10.27500     1743.94628113       40.01940440
       10.32500     1750.51141766       39.97059805
       10.37500     1698.08805869       39.40526533
       10.42500     1705.45849968       39.32301039
       10.47500     1791.09785058       40.23161695
       10.52500     1790.61659224       40.25128109
       10.57500     1666.01555796       38.88147342
       10.62500     1795.50190285       40.59770136
       10.67500     1774.78837460       40.16016178
       10.72500     1823.36478742       40.43941591
       10.77500     1747.52728695       40.15447744
       10.82500     1743.55170231       39.81168222
       10.87500     1787.50714407       40.39628639
       10.92500     1778.57260518       40.43254830
       10.97500     1797.12916351       40.43856557
       11.02500     1751.12366481       40.35447087
       11.07500     1732.07703353       39.90494844
       11.12500     1817.22443354       40.51301635
       11.17500     1751.66080139       39.99684270
       11.22500     1708.98000707       39.44617033
       11.27500     1744.29145608       32.51989409
       11.32500     1757.92343112       32.62694696
       11.37500     1750.82294269       32.38380094
       11.42500     1707.71485622       31.93804135
       11.47500     1760.15206257       32.69084009
       11.52500     1795.26040212       33.00311777
       11.57500     1746.22767565       32.35419694
       11.62500     1709.80437125       31.89356314
       11.67500     1756.17925785       32.51069095
       11.72500     1744.51126088       32.31130491
       11.77500     1756.20322381       32.47776132
       11.82500     1772.38711133       32.74347535
       11.87500     1817.37586112       32.99415172
       11.92500     1777.90671504       32.81186716
       11.97500     1769.30619830       32.55901632
       12.02500     1730.31273010       32.39468170
       12.07500     1799.51447477       40.15813082
       12.12500     1785.64732954       40.01843112
       12.17500     1798.79911459       40.26265379
       12.22500     1766.10209510       39.73034494
       12.27500     1710.83489203       39.09522436
       12.32500     1684.23096059       38.64908033
       12.37500     1783.35487917       40.04759287
       12.42500     1724.18859293       39.21650085
       12.47500     1799.83957666       40.13541537
       12.52500     1706.86567845       38.91318797
       12.57500     1715.05383448       39.17118414
       12.62500     1756.02959228       39.87887753
       12.67500     1706.33424374       39.50101788
       12.72500     1798.98107382       40.18627351
       12.77500     1693.98487957       38.85245545
       12.82500     1777.04285295       40.07800952
       12.87500     1725.63667538       39.13823459
       12.92500     1789.95977713       40.11507808
       12.97500     1776.62664451       39.98734750
       13.02500     1757.92715444       39.61667444
       13.07500     1777.64466141       39.70965321
       13.12500     1698.59880764       38.78524271
       13.17500     1746.17600761       39.52283689
       13.22500     1775.47376938       39.73060955
       13.27500     1751.21667575       39.79010395
       13.32500     1727.44015022       39.04879141
