nicl2pym,,nicl2pym_2,,RuMnCl4Pyz4,,RuMnCl4Pyz4_2,,nicl2BTD_gixawe,,nicl2BTD_gixawe_2,,Fe_pym_c12,,Fe_pym_c12_2,,FeCl2BTD,,FeCl2BTD_2,,FeCl2BTD_hohaja,,FeCl2BTD_hohaja_2,,NiCl2BTD_zusundi,,NiCl2BTD_zusundi_2,,FeCl2BTD_D4,,FeCl2BTD_D4_2,,
Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),
714,0.139506489,714,0.1669118702,714,0.05454976484,714,0.04995890707,714,0.2393118441,714,0.2265890986,714,0.01229236834,714,0.01073799003,714,0.09479306638,714,0.08523161709,714,1.03384006,714,1.164206266,714,0.8729471564,714,1.302637577,714,0.9746424556,714,0.9018037915,
713,0.1404174864,713,0.1682708859,713,0.0567529425,713,0.05185927451,713,0.2396207303,713,0.2270060778,713,0.01246292796,713,0.01095147524,713,0.09824801236,713,0.08827555925,713,1.042921305,713,1.171521068,713,0.872386992,713,1.305382133,713,0.9780471325,713,0.9042010903,
712,0.1407872885,712,0.1678827256,712,0.05898151919,712,0.05379809067,712,0.2392982543,712,0.226218462,712,0.01243463065,712,0.01080592442,712,0.1011818126,712,0.09080918878,712,1.047897935,712,1.175635815,712,0.8733763695,712,1.304558754,712,0.9814539552,712,0.90981704,
711,0.1416409761,711,0.169145003,711,0.06171151251,711,0.05601242185,711,0.2383118421,711,0.2263360769,711,0.01269852929,711,0.01123043243,711,0.1051108539,711,0.09402344376,711,1.055546641,711,1.18456769,711,0.8750129938,711,1.309440851,711,0.986556232,711,0.9113433361,
710,0.1416388005,710,0.1695083976,710,0.06372030079,710,0.05841848999,710,0.2371534258,710,0.2252868116,710,0.01255674474,710,0.01104778703,710,0.1078665555,710,0.09640219808,710,1.060079813,710,1.192404866,710,0.8748589158,710,1.310122728,710,0.9886671901,710,0.9143389463,
709,0.1422707736,709,0.1701698601,709,0.06651428342,709,0.06067275628,709,0.2371032536,709,0.2243031412,709,0.0126286177,709,0.01120773144,709,0.1116241813,709,0.09980611503,709,1.067232847,709,1.198998809,709,0.8760197163,709,1.313138604,709,0.9908978939,709,0.9151065946,
708,0.1425489783,708,0.1704467684,708,0.06933149695,708,0.06313991547,708,0.236049667,708,0.2239663601,708,0.01283699088,708,0.01125719119,708,0.1158209145,708,0.1032715216,708,1.072402358,708,1.207300305,708,0.8765501976,708,1.312735438,708,0.9930871129,708,0.918076694,
707,0.1428174973,707,0.1710612178,707,0.07255022973,707,0.06611534953,707,0.2355377674,707,0.2234215885,707,0.01303363591,707,0.01135223638,707,0.1201606095,707,0.1070599705,707,1.080203295,707,1.21542263,707,0.8780285716,707,1.316709757,707,0.9974772334,707,0.9214303493,
706,0.1434416175,706,0.171635285,706,0.07553280145,706,0.06875804812,706,0.2355725467,706,0.2228979319,706,0.01312898379,706,0.01149324514,706,0.1242095605,706,0.110450007,706,1.088341594,706,1.224827766,706,0.8783733249,706,1.31668365,706,1.00109899,706,0.9254872799,
705,0.1435082406,705,0.1713972092,705,0.07839784026,705,0.07183850557,705,0.2333892584,705,0.2213722467,705,0.01312164776,705,0.0115668159,705,0.1280613542,705,0.1141903996,705,1.094080091,705,1.23045814,705,0.8783167601,705,1.316119432,705,1.004431248,705,0.9274445772,
704,0.1438518465,704,0.1717993617,704,0.08187479526,704,0.07491310686,704,0.233148545,704,0.2208345532,704,0.01341039594,704,0.01180525031,704,0.1328639537,704,0.118219398,704,1.101135612,704,1.242061257,704,0.8789522648,704,1.318879724,704,1.008230805,704,0.9317265153,
703,0.1440903097,703,0.1722645015,703,0.08583027124,703,0.07882181555,703,0.2325039208,703,0.221387431,703,0.01350297686,703,0.01192486286,703,0.1381016225,703,0.1222315654,703,1.109364271,703,1.251427531,703,0.8827345967,703,1.32449615,703,1.01289022,703,0.9350822568,
702,0.1439953297,702,0.1721587628,702,0.08954626322,702,0.08174862713,702,0.2313017398,702,0.2192202806,702,0.0135829458,702,0.01203405019,702,0.1428408176,702,0.126009956,702,1.117412925,702,1.260062575,702,0.8816401958,702,1.322172046,702,1.015110731,702,0.9389062524,
701,0.1445951164,701,0.1726679951,701,0.09363275766,701,0.08538620174,701,0.2305661589,701,0.2186487019,701,0.0137523273,701,0.01231360529,701,0.1480149776,701,0.1306627393,701,1.126332045,701,1.269930601,701,0.8810696602,701,1.324636459,701,1.021349072,701,0.9421392679,
700,0.1441937983,700,0.1726316214,700,0.09768548608,700,0.08912745863,700,0.2290124744,700,0.2170577943,700,0.01387298666,700,0.01231293567,700,0.153175503,700,0.1354043931,700,1.132510424,700,1.279850245,700,0.8847585917,700,1.328806162,700,1.024054646,700,0.9444329739,
699,0.1441958249,699,0.172783643,699,0.1021106169,699,0.09334666282,699,0.2282207012,699,0.215719521,699,0.01399112027,699,0.01254154276,699,0.1581737995,699,0.1397831142,699,1.142908692,699,1.288875818,699,0.8849529624,699,1.329096913,699,1.02705884,699,0.9485350847,
698,0.1442759186,698,0.1728049666,698,0.1064428166,698,0.09771858156,698,0.2265796661,698,0.2145969868,698,0.014158912,698,0.01265110541,698,0.1639932245,698,0.1442133486,698,1.151516438,698,1.299224496,698,0.8857190609,698,1.331249475,698,1.030611753,698,0.9513918757,
697,0.1438827813,697,0.1718873233,697,0.1113533601,697,0.1019071192,697,0.2244508713,697,0.2131444961,697,0.01428044029,697,0.01265558787,697,0.1699625999,697,0.1489406377,697,1.157139897,697,1.308728576,697,0.886633575,697,1.332864046,697,1.034931183,697,0.9539251924,
696,0.1437348425,696,0.1724750996,696,0.1164956167,696,0.1066625565,696,0.2238917649,696,0.2127996236,696,0.0144897569,696,0.01292219572,696,0.1758226305,696,0.1546450108,696,1.167612553,696,1.319441199,696,0.8867110014,696,1.335345387,696,1.037203431,696,0.957906127,
695,0.1435554028,695,0.1724118888,695,0.1219890043,695,0.1113407686,695,0.2227981985,695,0.2111967802,695,0.01471878216,695,0.01304484718,695,0.1827094704,695,0.1595607549,695,1.177685142,695,1.330641747,695,0.8879265785,695,1.336707115,695,1.043965578,695,0.9628753662,
694,0.1431377679,694,0.1715431511,694,0.1269300729,694,0.1166020706,694,0.2208533138,694,0.2094264925,694,0.01474572066,694,0.01318008173,694,0.1881268024,694,0.1645165831,694,1.183409452,694,1.342403173,694,0.8888106942,694,1.338189483,694,1.045381188,694,0.9649714231,
693,0.142913878,693,0.1715213656,693,0.1330887079,693,0.1217725426,693,0.2193698138,693,0.2080662102,693,0.01500543859,693,0.01330817211,693,0.1948218197,693,0.1702410281,693,1.194831729,693,1.353003979,693,0.8892638087,693,1.338614821,693,1.049955249,693,0.9679366946,
692,0.1427319497,692,0.170761168,692,0.1390260756,692,0.1276113689,692,0.2178150266,692,0.2066038847,692,0.01516742073,692,0.01348910667,692,0.2017505467,692,0.1758529842,692,1.20292747,692,1.365001559,692,0.8893263936,692,1.339906573,692,1.055458546,692,0.9719329476,
691,0.1421262175,691,0.1704584956,691,0.1456395388,691,0.1335307807,691,0.2165006995,691,0.2052782476,691,0.01534563396,691,0.01376951858,691,0.2086125016,691,0.1817645431,691,1.215135455,691,1.375923395,691,0.891672492,691,1.343961954,691,1.06058836,691,0.9768970609,
690,0.1417376697,690,0.1694075167,690,0.151753962,690,0.1392080486,690,0.2149371505,690,0.2034763098,690,0.01550613996,690,0.01392546389,690,0.2156442404,690,0.1878214478,690,1.224103451,690,1.386869907,690,0.8910170197,690,1.34351778,690,1.064766645,690,0.9820376039,
689,0.1407984644,689,0.1686688066,689,0.159004271,689,0.1454633176,689,0.2128518969,689,0.201165691,689,0.0155061651,689,0.01391137671,689,0.2224721014,689,0.1936184466,689,1.234180927,689,1.398609877,689,0.8913110495,689,1.34444356,689,1.068784356,689,0.9839059114,
688,0.1403791308,688,0.1685272455,688,0.1662700623,688,0.1527691036,688,0.211483255,688,0.2007450312,688,0.01592326351,688,0.014192909,688,0.2307349741,688,0.2000218183,688,1.246303916,688,1.41249156,688,0.8937165737,688,1.348350048,688,1.073557854,688,0.9887399673,
687,0.1399185359,687,0.1675656736,687,0.1739481986,687,0.1596823335,687,0.2100207508,687,0.198864013,687,0.01614959538,687,0.0143754594,687,0.23826617,687,0.2062550783,687,1.256200194,687,1.426746964,687,0.8945870996,687,1.34775722,687,1.079966426,687,0.9940854907,
686,0.1393774152,686,0.1668716818,686,0.1822399348,686,0.1674635112,686,0.2085147053,686,0.1973403245,686,0.01634533517,686,0.01456219144,686,0.246438235,686,0.2127673179,686,1.266916752,686,1.439932585,686,0.8947587013,686,1.348147392,686,1.083814979,686,0.9990606308,
685,0.1381861717,685,0.1660569757,685,0.1900794059,685,0.1744160354,685,0.2061496079,685,0.1952427924,685,0.01636884548,685,0.01467861142,685,0.253806144,685,0.2189951837,685,1.277373314,685,1.45160234,685,0.8942934275,685,1.348925829,685,1.088080168,685,1.001670837,
684,0.1375000477,684,0.1649708301,684,0.1988738477,684,0.1828466356,684,0.204784885,684,0.1939846724,684,0.01674661785,684,0.01495498046,684,0.2627027035,684,0.2263675481,684,1.291478276,684,1.46776402,684,0.8966744542,684,1.351889372,684,1.095997572,684,1.008124471,
683,0.1366176009,683,0.1636067033,683,0.2076844871,683,0.1906934381,683,0.2026200294,683,0.19237414,683,0.01683403179,683,0.01510716323,683,0.2710692585,683,0.2337822467,683,1.30071795,683,1.480498791,683,0.8955646753,683,1.351958513,683,1.099143863,683,1.012024164,
682,0.135886237,682,0.1628382951,682,0.2173117697,682,0.1996756345,682,0.2011928707,682,0.1904797405,682,0.01710689254,682,0.01537980698,682,0.2798583806,682,0.2402774692,682,1.314049125,682,1.497207046,682,0.8965705037,682,1.35461545,682,1.105832219,682,1.017216206,
681,0.1347873062,681,0.1616589129,681,0.2268397361,681,0.2086163908,681,0.1997150034,681,0.189084664,681,0.01736448333,681,0.01566180773,681,0.2890356779,681,0.2477503568,681,1.327929258,681,1.51232636,681,0.8981184959,681,1.354594469,681,1.112375259,681,1.024091125,
680,0.1339718699,680,0.1602105647,680,0.2366799712,680,0.2179901302,680,0.1971049607,680,0.1874922812,680,0.01752628945,680,0.01569250971,680,0.2978742123,680,0.2547136843,680,1.338762045,680,1.527177691,680,0.8965811133,680,1.355838776,680,1.115430832,680,1.027071953,
679,0.1331347525,679,0.1598495245,679,0.2478534281,679,0.2278606743,679,0.1965243369,679,0.186025396,679,0.0179667715,679,0.01611813344,679,0.3071643412,679,0.2625650167,679,1.355504155,679,1.54345119,679,0.8977062702,679,1.358377695,679,1.124685526,679,1.032914996,
678,0.1320488006,678,0.1580616385,678,0.2589862943,678,0.2382711321,678,0.1944994479,678,0.1843418628,678,0.01804918423,678,0.01634495892,678,0.3166594803,678,0.2703758478,678,1.367054105,678,1.557231426,678,0.8991981149,678,1.361283779,678,1.131040931,678,1.038916588,
677,0.1303714663,677,0.1563772708,677,0.2700335979,677,0.2485966086,677,0.1923476905,677,0.1823157966,677,0.0183152128,677,0.0164863728,677,0.3257921636,677,0.2774924934,677,1.380142689,677,1.574655771,677,0.8986023068,677,1.358084679,677,1.135676265,677,1.041729927,
676,0.1289695501,676,0.1548818946,676,0.2818731666,676,0.2595824897,676,0.1905693412,676,0.1804206222,676,0.01841350831,676,0.01670527644,676,0.3351651728,676,0.2857063115,676,1.395372033,676,1.591811061,676,0.8990806341,676,1.360546112,676,1.139635324,676,1.047650933,
675,0.1283501089,675,0.15398027,675,0.2953074872,675,0.2717105746,675,0.188943252,675,0.1791953146,675,0.01888991706,675,0.01696768403,675,0.3461249173,675,0.2939691842,675,1.409003854,675,1.610013723,675,0.9004457593,675,1.361835599,675,1.147898674,675,1.053304911,
674,0.1270333081,674,0.1522045434,674,0.3069025874,674,0.2834807336,674,0.1877598912,674,0.1775771081,674,0.01909254119,674,0.0172786247,674,0.35653916,674,0.3019474745,674,1.423616886,674,1.625215054,674,0.9007148147,674,1.364042044,674,1.153521061,674,1.059373617,
673,0.1259421706,673,0.1508943141,673,0.3210647702,673,0.2963781655,673,0.1858077049,673,0.176108852,673,0.01941093802,673,0.01758091711,673,0.3665151596,673,0.3101352751,673,1.439614892,673,1.647282839,673,0.9015900493,673,1.364938617,673,1.159872413,673,1.065131426,
672,0.1248638406,672,0.1496594548,672,0.3351371288,672,0.3093778491,672,0.1840226054,672,0.1748297811,672,0.01972501166,672,0.01780029014,672,0.3775656223,672,0.3190600872,672,1.455601931,672,1.665871859,672,0.904056251,672,1.367138267,672,1.168411613,672,1.071593046,
671,0.1228486151,671,0.1472358704,671,0.3483300805,671,0.3222852051,671,0.1821799129,671,0.1726406813,671,0.01984281093,671,0.01812852733,671,0.387868911,671,0.3273276985,671,1.469605088,671,1.684346318,671,0.9009237289,671,1.369117379,671,1.172885299,671,1.078608871,
670,0.1217951179,670,0.1458792686,670,0.364315778,670,0.3356817663,670,0.180428654,670,0.1714103669,670,0.02029826306,670,0.01838980243,670,0.3994871974,670,0.3356799483,670,1.483011246,670,1.70240283,670,0.9035320878,670,1.369494915,670,1.181727648,670,1.083275914,
669,0.1202828661,669,0.14365381,669,0.3798169196,669,0.3507938981,669,0.1787055284,669,0.1696524322,669,0.0205603186,669,0.01868463308,669,0.4103658199,669,0.3446136415,669,1.503330708,669,1.720090032,669,0.9040899873,669,1.371559381,669,1.188588381,669,1.089065194,
668,0.1187235266,668,0.1420960724,668,0.3953611851,668,0.3659705818,668,0.1768631935,668,0.1682654023,668,0.02083772793,668,0.01892672665,668,0.4211567044,668,0.3528727889,668,1.519074798,668,1.74008131,668,0.9048753381,668,1.372084856,668,1.195775509,668,1.096700191,
667,0.1173024625,667,0.1403906196,667,0.4121069312,667,0.3813324273,667,0.1756783277,667,0.1664695889,667,0.02112805471,667,0.01920469664,667,0.4335266352,667,0.3622133434,667,1.53466177,667,1.762055159,667,0.9060588479,667,1.373734117,667,1.204348803,667,1.103127241,
666,0.1154228449,666,0.138156265,666,0.4293056726,666,0.3969703913,666,0.174179256,666,0.1650654078,666,0.02136493474,666,0.01952232607,666,0.445111841,666,0.371155709,666,1.551048517,666,1.78016448,666,0.9050793052,666,1.375498176,666,1.210392952,666,1.108222246,
665,0.1139996648,665,0.1364143938,665,0.4465334117,665,0.4133871794,665,0.1724290699,665,0.1636262834,665,0.02169924788,665,0.01988884807,665,0.4557460546,665,0.3803308606,665,1.567640424,665,1.802474856,665,0.9057669044,665,1.376721501,665,1.218369365,665,1.114095807,
664,0.1124978587,664,0.134916082,664,0.4653429389,664,0.4315718114,664,0.1712621301,664,0.162307024,664,0.02217255346,664,0.02014557086,664,0.4686158299,664,0.3895618021,664,1.586081147,664,1.823734879,664,0.9082552195,664,1.380589366,664,1.226441383,664,1.121457219,
663,0.1110129729,663,0.1326629221,663,0.4844062924,663,0.4493401349,663,0.1695986092,663,0.1606301218,663,0.02249255404,663,0.02050880156,663,0.4806592464,663,0.3989900947,663,1.603368521,663,1.844032288,663,0.9089946151,663,1.381051779,663,1.233692765,663,1.12867415,
662,0.1093220785,662,0.1306156516,662,0.5043118596,662,0.4684706032,662,0.168505013,662,0.1596712023,662,0.02284684777,662,0.02080511115,662,0.4924458861,662,0.4077683687,662,1.6218431,662,1.865819097,662,0.9102406502,662,1.382887006,662,1.240280628,662,1.135156631,
661,0.1077340618,661,0.1286019534,661,0.5243010521,661,0.4871025085,661,0.1667813957,661,0.1587537974,661,0.02325157635,661,0.02119320258,661,0.5055674911,661,0.4173617959,661,1.640099049,661,1.885956407,661,0.9107018709,661,1.385389805,661,1.251710773,661,1.141891956,
660,0.1060445011,660,0.1267430931,660,0.5453345776,660,0.5072256923,660,0.1654755622,660,0.1571686119,660,0.02354066446,660,0.02156146243,660,0.5178428292,660,0.4265861511,660,1.657254815,660,1.912783861,660,0.9121330976,660,1.387030363,660,1.258535624,660,1.148800969,
659,0.1043326929,659,0.1246481314,659,0.5673555732,659,0.5280081034,659,0.1641204208,659,0.1559082717,659,0.02391363122,659,0.02188901603,659,0.5302714109,659,0.4366516173,659,1.675984263,659,1.932261705,659,0.9126760364,659,1.389549851,659,1.26759398,659,1.155292273,
658,0.1026999205,658,0.122492604,658,0.589411974,658,0.5485836267,658,0.1629733443,658,0.15437603,658,0.02438625507,658,0.0222503636,658,0.5424310565,658,0.4452809095,658,1.693437576,658,1.953469396,658,0.9141836166,658,1.390480161,658,1.274392128,658,1.160958767,
657,0.1010711268,657,0.1205391884,657,0.6128792763,657,0.5714158416,657,0.1618915796,657,0.1533625722,657,0.02477671765,657,0.0227520857,657,0.5555384159,657,0.4551039338,657,1.713550448,657,1.977919698,657,0.9156984091,657,1.39552629,657,1.283226848,657,1.169166803,
656,0.09904887527,656,0.1182230711,656,0.6361712813,656,0.5932475924,656,0.160507217,656,0.1523582637,656,0.0250503365,656,0.02309385687,656,0.5684167743,656,0.4646106958,656,1.73173368,656,1.999664187,656,0.9149990082,656,1.396318316,656,1.291781783,656,1.176218152,
655,0.0975812003,655,0.1166007817,655,0.660933733,655,0.6173138618,655,0.1595589221,655,0.151534453,655,0.02561431564,655,0.02360587195,655,0.581212163,655,0.4742242396,655,1.753629208,655,2.021299362,655,0.9167480469,655,1.398302913,655,1.302297711,655,1.184071064,
654,0.09579343349,654,0.1138911322,654,0.685886085,654,0.6398329735,654,0.1582558006,654,0.1501903087,654,0.02594948933,654,0.02379501797,654,0.5930703282,654,0.4836586118,654,1.770119429,654,2.046420574,654,0.9164410233,654,1.39802599,654,1.309887767,654,1.189631701,
653,0.09383995086,653,0.1117774695,653,0.7111557722,653,0.6656951308,653,0.1572364867,653,0.1491574645,653,0.02632920258,653,0.02426997386,653,0.6064366698,653,0.4924705327,653,1.7892766,653,2.064655066,653,0.9183111787,653,1.401104927,653,1.316589236,653,1.197874188,
652,0.09215501696,652,0.1095523313,652,0.7394785881,652,0.6919400096,652,0.1563418061,652,0.148383379,652,0.02691639215,652,0.02480783872,652,0.6192358136,652,0.5023800135,652,1.808772087,652,2.090307474,652,0.9195004702,652,1.404292345,652,1.326333165,652,1.205263495,
651,0.09031431377,651,0.1073181704,651,0.7668363452,651,0.7185635567,651,0.1552932709,651,0.1472197175,651,0.02721764147,651,0.02518739551,651,0.6332143545,651,0.512180984,651,1.829426885,651,2.11473012,651,0.921574235,651,1.406203508,651,1.334662199,651,1.212231398,
650,0.08859094977,650,0.1054088995,650,0.7949956656,650,0.7466185689,650,0.1545246691,650,0.1466644704,650,0.02765952237,650,0.02561278269,650,0.6457099915,650,0.521471262,650,1.847260475,650,2.138364792,650,0.921744585,650,1.408220291,650,1.344969749,650,1.217297792,
649,0.08679245412,649,0.1030756161,649,0.8247750998,649,0.7740330696,649,0.1537241489,649,0.145925343,649,0.02824722975,649,0.0260800682,649,0.659702599,649,0.5315183997,649,1.867058039,649,2.160590887,649,0.9224514961,649,1.409323454,649,1.354471087,649,1.22708559,
648,0.08513446152,648,0.1008644179,648,0.856449008,648,0.80484128,648,0.1529293656,648,0.1451482028,648,0.02877393365,648,0.02670663409,648,0.6723479033,648,0.5413229465,648,1.886598229,648,2.184194326,648,0.9236482382,648,1.412198901,648,1.362880945,648,1.234513044,
647,0.08318172395,647,0.09890593588,647,0.8868691325,647,0.8340837359,647,0.1519888043,647,0.1445013285,647,0.02920909226,647,0.02713078819,647,0.6860125065,647,0.5507468581,647,1.904527903,647,2.206853151,647,0.9255545735,647,1.413135529,647,1.372994065,647,1.241907001,
646,0.08164773881,646,0.09660276026,646,0.9190546274,646,0.8660708666,646,0.1511540115,646,0.1438513994,646,0.02979725972,646,0.02759413607,646,0.6992647052,646,0.5599826574,646,1.924373984,646,2.228241682,646,0.9268598557,646,1.417577744,646,1.380407691,646,1.247730255,
645,0.07953753322,645,0.09455537051,645,0.9521561265,645,0.8982020617,645,0.1506967098,645,0.1432226747,645,0.0303984955,645,0.02806182764,645,0.7125198841,645,0.5682367682,645,1.943977118,645,2.251140118,645,0.9277264476,645,1.419629812,645,1.389274359,645,1.255294085,
644,0.07769360393,644,0.09225215763,644,0.9863185287,644,0.9309481382,644,0.1499092579,644,0.1426997036,644,0.03086803295,644,0.02861533314,644,0.7254437208,644,0.5781227946,644,1.964503884,644,2.274211407,644,0.9284158945,644,1.422292352,644,1.397902727,644,1.262448788,
643,0.07601953298,643,0.08992272615,643,1.021943331,643,0.964738667,643,0.1496196985,643,0.1420854926,643,0.03137489036,643,0.02932843752,643,0.738365531,643,0.5872253776,643,1.98286736,643,2.299113035,643,0.9298518896,643,1.423211217,643,1.406852007,643,1.268378496,
642,0.07430432737,642,0.08756017685,642,1.05979383,642,0.9987085462,642,0.1487573236,642,0.1414641589,642,0.03199164197,642,0.02973383293,642,0.7510948181,642,0.5972875357,642,2.002120733,642,2.32008791,642,0.9305362701,642,1.42620182,642,1.413874745,642,1.276001334,
641,0.07232386619,641,0.08560796827,641,1.094970107,641,1.037038922,641,0.148317039,641,0.1412296444,641,0.03251970559,641,0.03040413931,641,0.7637175918,641,0.606375277,641,2.019770622,641,2.341668844,641,0.9306364059,641,1.427689075,641,1.424003959,641,1.281636477,
640,0.07065544277,640,0.08338597417,640,1.132940888,640,1.073553681,640,0.1484278291,640,0.1408220828,640,0.03320764378,640,0.03096919134,640,0.7761391401,640,0.6139435172,640,2.039833069,640,2.365143061,640,0.9330925345,640,1.431423903,640,1.432876587,640,1.288456082,
639,0.06885092705,639,0.08141743392,639,1.170738578,639,1.112772107,639,0.1476501077,639,0.1403607726,639,0.03378239647,639,0.03154233471,639,0.7905650735,639,0.6237739921,639,2.055685282,639,2.387206554,639,0.9342135191,639,1.430943489,639,1.439992309,639,1.294819474,
638,0.06713729352,638,0.07930608094,638,1.212960243,638,1.150889874,638,0.1471614093,638,0.1405602843,638,0.03437497094,638,0.03213357925,638,0.8022352457,638,0.6325439811,638,2.076893091,638,2.409045219,638,0.9342569113,638,1.43162787,638,1.447468996,638,1.301220059,
637,0.06531364471,637,0.07712386549,637,1.253162503,637,1.190184116,637,0.1472118199,637,0.1399111003,637,0.03497973084,637,0.03288404271,637,0.8145532608,637,0.6417643428,637,2.090845823,637,2.427010059,637,0.9351312518,637,1.435450792,637,1.455847263,637,1.308215737,
636,0.06356538832,636,0.07508023083,636,1.294655085,636,1.232448339,636,0.1468144506,636,0.139662683,636,0.03554122522,636,0.0334123522,636,0.8264003396,636,0.6495473385,636,2.108629942,636,2.448288441,636,0.9356669784,636,1.437013268,636,1.463093281,636,1.314075589,
635,0.06197083741,635,0.07295510173,635,1.338725209,635,1.274620891,635,0.1468207389,635,0.1397848725,635,0.03639523685,635,0.03404918313,635,0.8379205465,635,0.6573835015,635,2.127389431,635,2.469202995,635,0.9358217716,635,1.438857913,635,1.470773339,635,1.318924904,
634,0.06018963456,634,0.0708597973,634,1.383308887,634,1.318294048,634,0.1465978324,634,0.1395516843,634,0.0370811224,634,0.03466366231,634,0.8499386907,634,0.6661541462,634,2.142063141,634,2.490564823,634,0.935965538,634,1.439396977,634,1.477353334,634,1.324108839,
633,0.05834184587,633,0.06862091273,633,1.427376509,633,1.363954186,633,0.1465431303,633,0.1393439025,633,0.03761795163,633,0.03535494581,633,0.8617392778,633,0.674297452,633,2.156071663,633,2.5115695,633,0.9377220273,633,1.439835906,633,1.484967709,633,1.330280662,
632,0.05677999929,632,0.06669590622,632,1.473123074,632,1.408710122,632,0.1461949497,632,0.1392098069,632,0.03843540698,632,0.03609203175,632,0.8732384443,632,0.6825573444,632,2.173751831,632,2.528676033,632,0.9364438057,632,1.439204454,632,1.491929889,632,1.33494699,
631,0.05509337783,631,0.06473399699,631,1.521829724,631,1.454987884,631,0.1464609057,631,0.139210403,631,0.03924316913,631,0.03681502864,631,0.8842232227,631,0.6908739209,631,2.190493584,631,2.549110174,631,0.9384296536,631,1.440834165,631,1.498091817,631,1.340843797,
630,0.05344396085,630,0.06279637665,630,1.571387291,630,1.503185034,630,0.1462473124,630,0.139376983,630,0.04004111886,630,0.03760372475,630,0.8960142136,630,0.6987828612,630,2.20366168,630,2.566293478,630,0.9388298392,630,1.441589832,630,1.502693772,630,1.346438289,
629,0.05182287097,629,0.06076881289,629,1.622638941,629,1.553624272,629,0.1465248764,629,0.1395585388,629,0.04066944495,629,0.03814740106,629,0.9078558683,629,0.7062100172,629,2.221926212,629,2.585649967,629,0.9377602935,629,1.442319989,629,1.510682225,629,1.351145625,
628,0.05014593154,628,0.05881533399,628,1.67056644,628,1.603469133,628,0.1467725039,628,0.1396390051,628,0.04146765545,628,0.03890672326,628,0.9176037908,628,0.7129728198,628,2.233577251,628,2.602864504,628,0.9384644032,628,1.443752289,628,1.515673876,628,1.355606079,
627,0.04855208844,627,0.05708822235,627,1.723164082,627,1.653087854,627,0.1466151327,627,0.1399325132,627,0.0423216261,627,0.03985287994,627,0.9272305965,627,0.7210713625,627,2.24946785,627,2.621034384,627,0.9388843775,627,1.443211555,627,1.52129221,627,1.360212207,
626,0.0468996428,626,0.05516239628,626,1.776435375,626,1.707506537,626,0.1471983045,626,0.1398327649,626,0.04314095527,626,0.04064371064,626,0.9368470311,626,0.7285001874,626,2.261101246,626,2.637853861,626,0.937787652,626,1.442871451,626,1.525880456,626,1.363633871,
625,0.04551046342,625,0.05358235165,625,1.831464529,625,1.761786342,625,0.1473616809,625,0.1403998882,625,0.04406598583,625,0.0415254496,625,0.9487731457,625,0.7357441187,625,2.274997234,625,2.653342724,625,0.9386060238,625,1.444677114,625,1.529572487,625,1.370827317,
624,0.04386438057,624,0.05156678334,624,1.885118484,624,1.816889644,624,0.1475802958,624,0.1405279338,624,0.04471820593,624,0.04227406159,624,0.9576685429,624,0.7421653867,624,2.286165714,624,2.669793606,624,0.9383226633,624,1.443953276,624,1.535659313,624,1.371928096,
623,0.04233944789,623,0.04978113249,623,1.94073844,623,1.870415688,623,0.1478945911,623,0.1410491914,623,0.04569613561,623,0.04323133826,623,0.9672237635,623,0.7485061288,623,2.299505711,623,2.688547134,623,0.9385060668,623,1.442001224,623,1.540559769,623,1.375838399,
622,0.04082009941,622,0.04807136208,622,1.998705268,622,1.9283638,622,0.1484594345,622,0.141042158,622,0.04640430212,622,0.04390265048,622,0.9758967161,622,0.7546638846,622,2.310571194,622,2.703666925,622,0.9357829094,622,1.443535328,622,1.543166637,622,1.380868196,
621,0.03937350214,621,0.04634257779,621,2.058918476,621,1.988258719,621,0.1487508416,621,0.1417010427,621,0.04722979292,621,0.04492548108,621,0.985234499,621,0.7609654069,621,2.322924137,621,2.718089104,621,0.9380559325,621,1.441653848,621,1.548566461,621,1.383072376,
620,0.03790764511,620,0.04477096349,620,2.115942478,620,2.047138691,620,0.1492429376,620,0.1417428404,620,0.04835222289,620,0.04582545534,620,0.9942122698,620,0.7682129145,620,2.334737301,620,2.728874683,620,0.9373421669,620,1.443307757,620,1.551368594,620,1.388154507,
619,0.03647575527,619,0.04304794595,619,2.177540779,619,2.108958006,619,0.1496596783,619,0.1426094174,619,0.04933612421,619,0.04668456689,619,1.00322926,619,0.7737424374,619,2.344014168,619,2.74679637,619,0.9369542003,619,1.442197561,619,1.554582953,619,1.389955521,
618,0.03528089821,618,0.04142910242,618,2.236559391,618,2.170915127,618,0.1504847258,618,0.1430332065,618,0.05026176199,618,0.04774220288,618,1.011941791,618,0.7811367512,618,2.354545355,618,2.766392469,618,0.9376325011,618,1.441218734,618,1.561380386,618,1.393674612,
