nicl2pym,,nicl2pym_2,,RuMnCl4Pyz4,,RuMnCl4Pyz4_2,,nicl2BTD_gixawe,,nicl2BTD_gixawe_2,,Fe_pym_c12,,Fe_pym_c12_2,,FeCl2BTD,,FeCl2BTD_2,,FeCl2BTD_hohaja,,FeCl2BTD_hohaja_2,,NiCl2BTD_zusundi,,NiCl2BTD_zusundi_2,,FeCl2BTD_D4,,FeCl2BTD_D4_2,,
Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),
617,0.03363207728,617,0.03974066675,617,2.295691967,617,2.229599237,617,0.1507453918,617,0.1434691101,617,0.05116606131,617,0.04857032001,617,1.018516541,617,0.7857505083,617,2.363092422,617,2.774997234,617,0.9358994961,617,1.437744379,617,1.562604666,617,1.396504402,
616,0.03255675361,616,0.03832504898,616,2.360027313,616,2.293138504,616,0.1518377215,616,0.1443141997,616,0.05228625983,616,0.04972278327,616,1.027801394,616,0.7916739583,616,2.378654003,616,2.788141966,616,0.9362362027,616,1.439262867,616,1.567362189,616,1.400430441,
615,0.03139637783,615,0.03700717539,615,2.425124168,615,2.358956814,615,0.1528265774,615,0.1450213641,615,0.05358590931,615,0.05067224056,615,1.035758138,615,0.7986466885,615,2.388912916,615,2.803837538,615,0.9359810352,615,1.438657045,615,1.569314361,615,1.404510617,
614,0.03009370528,614,0.03554988652,614,2.487514257,614,2.422302246,614,0.1533639282,614,0.1457142383,614,0.0546085313,614,0.0516000241,614,1.043540239,614,0.8046219945,614,2.39334321,614,2.82058835,614,0.9362356663,614,1.440283418,614,1.572113156,614,1.406275392,
613,0.02878174558,613,0.0339621231,613,2.550824404,613,2.485970736,613,0.1536763012,613,0.1461526304,613,0.05543105677,613,0.05277012661,613,1.051223159,613,0.8083424568,613,2.402185678,613,2.830822945,613,0.9345169663,613,1.436787248,613,1.575172186,613,1.407790065,
612,0.02755882591,612,0.03258660436,612,2.615696669,612,2.551272631,612,0.1546361893,612,0.1470504552,612,0.05646462366,612,0.05369659513,612,1.057649612,612,0.8136456013,612,2.410440207,612,2.840079546,612,0.933744967,612,1.435093641,612,1.577342629,612,1.413111091,
611,0.02642158233,611,0.03131841868,611,2.684227943,611,2.61866045,611,0.1555007249,611,0.1478328556,611,0.05772723258,611,0.05483539775,611,1.065342307,611,0.8193838,611,2.421752453,611,2.854861498,611,0.9332413077,611,1.43707478,611,1.580394268,611,1.414446712,
610,0.02535695024,610,0.03007901087,610,2.75045085,610,2.687782049,610,0.1565523744,610,0.1486980617,610,0.05894393474,610,0.0562722981,610,1.073315501,610,0.8249580264,610,2.430472374,610,2.867290497,610,0.9341112971,610,1.436844468,610,1.58569324,610,1.418330431,
609,0.02422455139,609,0.02876068838,609,2.815201521,609,2.755731344,609,0.1575937718,609,0.1496255547,609,0.06017789617,609,0.05728831515,609,1.080868721,609,0.8290765285,609,2.43975544,609,2.880902529,609,0.9341847897,609,1.434875011,609,1.585654736,609,1.420666814,
608,0.02322798409,608,0.02761839889,608,2.88063097,608,2.822188139,608,0.1583505273,608,0.150383085,608,0.06132787466,608,0.05864358693,608,1.088208556,608,0.8351264,608,2.447704315,608,2.894372463,608,0.933595717,608,1.436552167,608,1.587947488,608,1.425356269,
607,0.02222420089,607,0.02637960576,607,2.948306084,607,2.891241074,607,0.1594613492,607,0.1515719146,607,0.06272861362,607,0.05970818549,607,1.097035646,607,0.8395411372,607,2.453836441,607,2.908196926,607,0.9346066713,607,1.436351657,607,1.593683362,607,1.427627921,
606,0.0213086009,606,0.02539508604,606,3.013838291,606,2.9614079,606,0.1611171514,606,0.1525758952,606,0.06414014101,606,0.06102373824,606,1.1059165,606,0.8458421826,606,2.467768908,606,2.920944929,606,0.9342163205,606,1.4376719,606,1.596920133,606,1.432533026,
605,0.02022073232,605,0.0241806116,605,3.084763288,605,3.026865721,605,0.1620046943,605,0.1535695493,605,0.06529520452,605,0.06219318882,605,1.114081264,605,0.8499331474,605,2.474300385,605,2.935263634,605,0.9347016215,605,1.437132239,605,1.600719929,605,1.434619904,
604,0.01925505325,604,0.02304766327,604,3.15129447,604,3.093633413,604,0.1632209867,604,0.1546219438,604,0.06631826609,604,0.06347159296,604,1.121871591,604,0.8544905186,604,2.486694813,604,2.94840169,604,0.9350471497,604,1.437479973,604,1.604837537,604,1.437683225,
603,0.01840545237,603,0.02198937535,603,3.22244525,603,3.169203997,603,0.1639734209,603,0.1557381898,603,0.06788299233,603,0.06502587348,603,1.12994051,603,0.8596311212,603,2.492781639,603,2.958455801,603,0.9348879457,603,1.438730359,603,1.608045578,603,1.441645861,
602,0.01752091199,602,0.02093460225,602,3.292571783,602,3.240864992,602,0.1652328074,602,0.1569641978,602,0.06914857775,602,0.06647417694,602,1.140424848,602,0.8650766015,602,2.504632235,602,2.978013754,602,0.9369238019,602,1.439551592,602,1.611347795,602,1.445658565,
601,0.01668884046,601,0.01999405585,601,3.357978582,601,3.311055422,601,0.1665526479,601,0.1581767797,601,0.07063630223,601,0.06773234159,601,1.149393916,601,0.8703785539,601,2.516008615,601,2.99010396,601,0.9387332201,601,1.442648411,601,1.61787641,601,1.450995684,
600,0.01599788666,600,0.01901928708,600,3.429042816,600,3.381991386,600,0.1679885387,600,0.15973261,600,0.07210344821,600,0.06918667257,600,1.159889102,600,0.875336051,600,2.526379824,600,3.006222725,600,0.9404492974,600,1.44648385,600,1.6245749,600,1.456069469,
599,0.01523931976,599,0.01821681671,599,3.499423265,599,3.452005386,599,0.169267118,599,0.1612511575,599,0.07370653003,599,0.07078559697,599,1.170538187,599,0.8816699386,599,2.540891886,599,3.021975279,599,0.942733109,599,1.450656652,599,1.632141948,599,1.460036874,
598,0.01437471434,598,0.01725193486,598,3.569092035,598,3.520532608,598,0.1707306802,598,0.1620985121,598,0.07509379089,598,0.0721340999,598,1.179283738,598,0.8860324025,598,2.550927401,598,3.033165932,598,0.9436679482,598,1.451422572,598,1.636211514,598,1.462818265,
597,0.01387607027,597,0.01655417867,597,3.633556843,597,3.592555523,597,0.1724278331,597,0.1640676558,597,0.07670469582,597,0.07393446565,597,1.191636682,597,0.8926039934,597,2.564773321,597,3.050233126,597,0.9465910196,597,1.457280517,597,1.646729946,597,1.470348835,
596,0.01311013661,596,0.01562806033,596,3.705397367,596,3.665581465,596,0.1735107899,596,0.1654981673,596,0.07806874067,596,0.07524848729,596,1.200635195,596,0.8965836763,596,2.576016903,596,3.063910961,596,0.9473283291,596,1.460036039,596,1.651471734,596,1.474149466,
595,0.0123863183,595,0.01482795831,595,3.769681215,595,3.723010063,595,0.1750438064,595,0.166774556,595,0.07962680608,595,0.07678375393,595,1.210870981,595,0.9023615718,595,2.585238695,595,3.079169273,595,0.9498208761,595,1.462426782,595,1.657411695,595,1.477629423,
594,0.01187950652,594,0.01407408621,594,3.83748579,594,3.795881748,594,0.1765993834,594,0.1682894528,594,0.08158431947,594,0.07858320326,594,1.221261859,594,0.907405436,594,2.597384453,594,3.096302271,594,0.9515593052,594,1.464962602,594,1.663190603,594,1.484397888,
593,0.01114025526,593,0.01333246101,593,3.897049665,593,3.859055281,593,0.1783167571,593,0.1696427315,593,0.0828294605,593,0.0801332891,593,1.230761409,593,0.9116482735,593,2.608528852,593,3.104616642,593,0.9524869323,593,1.466960549,593,1.668761492,593,1.486067414,
592,0.01071857288,592,0.01274603419,592,3.964917898,592,3.924048185,592,0.1801474988,592,0.1714497507,592,0.08484166861,592,0.08199160546,592,1.240326762,592,0.9170811772,592,2.62318635,592,3.118195057,592,0.9548383951,592,1.470397115,592,1.675668955,592,1.490012765,
591,0.01008589286,591,0.01196566597,591,4.02009964,591,3.987146378,591,0.1811883003,591,0.1730132252,591,0.08660259098,591,0.083458893,591,1.249367595,591,0.9208519459,591,2.627123356,591,3.128320932,591,0.9550154209,591,1.470539093,591,1.680723071,591,1.495726824,
590,0.009567924775,590,0.01139944978,590,4.074676514,590,4.043340683,590,0.182639271,590,0.1744104475,590,0.08830481023,590,0.08523896337,590,1.257945657,590,0.9257249832,590,2.637383699,590,3.144062281,590,0.9560834765,590,1.471934676,590,1.684073925,590,1.498528004,
589,0.00909077283,589,0.01085202862,589,4.131045818,589,4.106722832,589,0.1846272647,589,0.176328212,589,0.09020185471,589,0.08753161132,589,1.264751077,589,0.930151701,589,2.644454718,589,3.156969547,589,0.9566243887,589,1.472661257,589,1.686827779,589,1.500807524,
588,0.008607889526,588,0.01024810597,588,4.190550804,588,4.166490078,588,0.1865246445,588,0.1776907146,588,0.09200266749,588,0.08908827603,588,1.273930192,588,0.9350677729,588,2.654962301,588,3.164401531,588,0.9583793879,588,1.474798679,588,1.691778064,588,1.505105138,
587,0.008171039633,587,0.00975987874,587,4.245070457,587,4.21945858,587,0.1884690225,587,0.1794300228,587,0.09411095828,587,0.09120601416,587,1.282116532,587,0.9383055568,587,2.662953138,587,3.175934076,587,0.9587196112,587,1.475521445,587,1.697427988,587,1.507421732,
586,0.007740790024,586,0.009219451807,586,4.301915646,586,4.27013588,586,0.1901749223,586,0.1814320982,586,0.09583520889,586,0.09283291548,586,1.288047791,586,0.9439842105,586,2.67173624,586,3.189687729,586,0.9583583474,586,1.474915385,586,1.697725177,586,1.510204911,
585,0.007308711298,585,0.008773403242,585,4.347032547,585,4.325544357,585,0.1917877793,585,0.1830811352,585,0.09814748168,585,0.09508401155,585,1.294142127,585,0.9479538202,585,2.676369905,585,3.197693825,585,0.9586254358,585,1.473812103,585,1.700828671,585,1.514809966,
584,0.006885237526,584,0.008241291158,584,4.389260292,584,4.375644207,584,0.1936781704,584,0.184555918,584,0.09989603609,584,0.09690722078,584,1.301272273,584,0.9508494139,584,2.680199146,584,3.2103827,584,0.9569994211,584,1.474149942,584,1.702446461,584,1.513706923,
583,0.006499039009,583,0.0077784881,583,4.442396641,583,4.418532372,583,0.1953022778,583,0.1859225482,583,0.1020299345,583,0.09869965911,583,1.304835081,583,0.954741776,583,2.686761141,583,3.21442318,583,0.95790869,583,1.472808242,583,1.703930736,583,1.517295837,
582,0.006143101025,582,0.007407119032,582,4.485418797,582,4.469800949,582,0.1973261237,582,0.1874988377,582,0.1039473116,582,0.1009620726,582,1.310398698,582,0.9569645524,582,2.691828966,582,3.221943617,582,0.957105577,582,1.473237157,582,1.704904199,582,1.517732501,
581,0.005851217546,581,0.006941982079,581,4.523585796,581,4.519921303,581,0.198684752,581,0.1895392686,581,0.106131725,581,0.1030123383,581,1.318836331,581,0.9620241523,581,2.695581675,581,3.234385014,581,0.9568248391,581,1.473883152,581,1.708876014,581,1.522262931,
580,0.005489727948,580,0.006618614309,580,4.569443703,580,4.556442261,580,0.2004433274,580,0.1911118031,580,0.1081008166,580,0.1054102257,580,1.320173979,580,0.9656217694,580,2.705063581,580,3.245354652,580,0.9558189511,580,1.472214937,580,1.708942294,580,1.52162528,
579,0.005149560049,579,0.006255884655,579,4.607309341,579,4.604658604,579,0.2020267993,579,0.1924687624,579,0.1100780889,579,0.1069700718,579,1.328792334,579,0.9687001109,579,2.706912994,579,3.250577927,579,0.9543763995,579,1.469972253,579,1.708222389,579,1.523285747,
578,0.004915212747,578,0.005982239731,578,4.644318581,578,4.655237198,578,0.20489797,578,0.195156619,578,0.1128395423,578,0.1098840386,578,1.334061384,578,0.9736723304,578,2.714427471,578,3.262379169,578,0.9556254745,578,1.471410632,578,1.711773276,578,1.526441097,
577,0.004645781592,577,0.0056321593,577,4.684325218,577,4.689415932,577,0.2064010054,577,0.1964588761,577,0.1151087284,577,0.1122402474,577,1.339409232,577,0.9769923091,577,2.717913628,577,3.26693964,577,0.9548316598,577,1.467857242,577,1.710967064,577,1.527846336,
576,0.00438835891,576,0.005381460302,576,4.720363617,576,4.723346233,576,0.2084219009,576,0.1985789984,576,0.1176848188,576,0.1144984215,576,1.345854044,576,0.9823629856,576,2.725578785,576,3.276754379,576,0.9547832608,576,1.468850493,576,1.716537476,576,1.530032277,
575,0.00425197091,575,0.005101594143,575,4.757637024,575,4.766676903,575,0.2103316039,575,0.2004793584,575,0.1203427613,575,0.1169422194,575,1.351054788,575,0.9853231907,575,2.730467081,575,3.282562971,575,0.955018878,575,1.469415307,575,1.719566703,575,1.531344295,
574,0.003921942785,574,0.004784746096,574,4.791160107,574,4.791588783,574,0.212023735,574,0.2019423991,574,0.1223043427,574,0.1191181093,574,1.353920817,574,0.9870669246,574,2.732787848,574,3.291155815,574,0.9540917277,574,1.46830678,574,1.717415214,574,1.530969381,
573,0.003766106907,573,0.004584615584,573,4.820627213,573,4.829750538,573,0.2144117951,573,0.2038765997,573,0.1249607876,573,0.1217549145,573,1.362515092,573,0.9916220307,573,2.737722158,573,3.297654152,573,0.9555665255,573,1.469242573,573,1.718894839,573,1.536590934,
572,0.003541964339,572,0.004401783925,572,4.85659647,572,4.868889332,572,0.216495499,572,0.2065227032,572,0.1274687797,572,0.1246096194,572,1.367679358,572,0.9940649867,572,2.745341301,572,3.30575633,572,0.9536112547,572,1.467974663,572,1.724404573,572,1.536471605,
571,0.003422966693,571,0.004227945581,571,4.884213448,571,4.900912762,571,0.2188237607,571,0.2084611207,571,0.1304804087,571,0.1276046038,571,1.375015616,571,0.999915421,571,2.749135494,571,3.315008402,571,0.955105722,571,1.469607472,571,1.725609899,571,1.541149974,
570,0.003232447198,570,0.003970602062,570,4.912399769,570,4.941123962,570,0.2206642032,570,0.2100393325,570,0.1330406219,570,0.1296387315,570,1.378338814,570,1.001853108,570,2.751308441,570,3.319897413,570,0.9544991255,570,1.467596769,570,1.724533081,570,1.539779305,
569,0.003085569479,569,0.003845190862,569,4.942155361,569,4.96854353,569,0.2224908173,569,0.211935088,569,0.1357139647,569,0.132390365,569,1.380884409,569,1.006240726,569,2.760617971,569,3.320530415,569,0.9508508444,569,1.46752584,569,1.724510789,569,1.540701509,
568,0.00299621094,568,0.003696704516,568,4.971348763,568,4.998726368,568,0.2246583402,568,0.2140519768,568,0.1386662126,568,0.1354246587,568,1.389053345,568,1.009150743,568,2.764466524,568,3.332550526,568,0.9520440698,568,1.467161655,568,1.72564137,568,1.542497635,
567,0.002823501825,567,0.003532740287,567,4.985917568,567,5.019119263,567,0.2273596525,567,0.2160464972,567,0.1413955688,567,0.1382987797,567,1.394462824,567,1.012219071,567,2.77264452,567,3.335727215,567,0.9518882036,567,1.466499805,567,1.729503512,567,1.543300509,
566,0.002706244821,566,0.003401124151,566,5.018321991,566,5.047350883,566,0.2292047292,566,0.2184226066,566,0.1444470435,566,0.1409738362,566,1.398720503,566,1.016026497,566,2.775722504,566,3.34752655,566,0.9532268047,566,1.468683362,566,1.731856823,566,1.547005296,
565,0.002667604247,565,0.003296728013,565,5.046720505,565,5.075116634,565,0.231683895,565,0.2207234353,565,0.1476396024,565,0.1440685093,565,1.404644489,565,1.022971988,565,2.78025794,565,3.35452199,565,0.9534788132,565,1.468963504,565,1.736523151,565,1.550970674,
564,0.002568670781,564,0.003183776978,564,5.06981802,564,5.112205505,564,0.2342172712,564,0.2226895392,564,0.1505949944,564,0.1474861801,564,1.408735633,564,1.025593638,564,2.789565086,564,3.364338398,564,0.954780519,564,1.466430902,564,1.737343669,564,1.550890326,
563,0.002444728278,563,0.003070206381,563,5.090297222,563,5.117201328,563,0.236209318,563,0.2244521677,563,0.1534886807,563,0.150097087,563,1.413190961,563,1.026694536,563,2.793503523,563,3.374766827,563,0.9533415437,563,1.4676193,563,1.739550471,563,1.55306983,
562,0.002371644601,562,0.003014015267,562,5.106897354,562,5.138774395,562,0.2385100573,562,0.2271570861,562,0.1568319201,562,0.1534169167,562,1.420131683,562,1.030736566,562,2.804944754,562,3.378070831,562,0.9537466168,562,1.469003081,562,1.742674112,562,1.553432465,
561,0.002291581826,561,0.002919467865,561,5.127542496,561,5.166944981,561,0.2405988574,561,0.2289693505,561,0.1602471024,561,0.1568704993,561,1.425787449,561,1.034034014,561,2.806153297,561,3.390083313,561,0.954665184,561,1.472043753,561,1.744680524,561,1.554620743,
560,0.002271621488,560,0.002854444785,560,5.155037403,560,5.198806763,560,0.2432044744,560,0.231352672,560,0.1638174206,560,0.1604924202,560,1.42994678,560,1.037941337,560,2.810422659,560,3.388323545,560,0.9553195834,560,1.469093204,560,1.749042869,560,1.560312033,
559,0.002288891003,559,0.002849766286,559,5.181369781,559,5.218976021,559,0.245370388,559,0.2337453514,559,0.1674201041,559,0.1638163626,559,1.436110497,559,1.041648865,559,2.81731534,559,3.40280652,559,0.9546282887,559,1.470185995,559,1.749786258,559,1.564530969,
558,0.002207926475,558,0.002807156648,558,5.196332932,558,5.246289253,558,0.2485472411,558,0.2360647917,558,0.1712991595,558,0.1676981747,558,1.441296697,558,1.045939088,558,2.820826292,558,3.411080599,558,0.9556187391,558,1.47515738,558,1.751103401,558,1.562626481,
557,0.002167819999,557,0.002800138434,557,5.204848766,557,5.255446911,557,0.2508496046,557,0.2387502193,557,0.1751754582,557,0.1717071533,557,1.446261883,557,1.047308207,557,2.82860136,557,3.416659355,557,0.9561596513,557,1.472893357,557,1.755042195,557,1.56463623,
556,0.002186635742,556,0.002733066678,556,5.231987953,556,5.285379887,556,0.2533795238,556,0.2410251796,556,0.1795494705,556,0.1756905019,556,1.451976895,556,1.050848484,556,2.83476758,556,3.421887159,556,0.9570716619,556,1.476704955,556,1.759157777,556,1.56935811,
555,0.002205017954,555,0.00277227466,555,5.24723196,555,5.302389145,555,0.2554676235,555,0.2429641187,555,0.1830258667,555,0.1795854121,555,1.455780625,555,1.054749608,555,2.83891964,555,3.42450285,555,0.9578040242,555,1.475776434,555,1.759644747,555,1.570361614,
554,0.002170131542,554,0.002770944731,554,5.274376869,554,5.319692135,554,0.2582836747,554,0.2459071428,554,0.1869674921,554,0.1837570369,554,1.462376833,554,1.057937264,554,2.842361689,554,3.436303139,554,0.9580913782,554,1.478039265,554,1.76224649,554,1.569841743,
553,0.002205068711,553,0.002811185317,553,5.284896851,553,5.335002422,553,0.2603816092,553,0.2481697351,553,0.1915123165,553,0.1879252344,553,1.464322329,553,1.059155107,553,2.849581003,553,3.439944744,553,0.9577521682,553,1.476470947,553,1.765381455,553,1.576286793,
552,0.002223579912,552,0.002861399669,552,5.308788776,552,5.361763,552,0.2634932399,552,0.2505196333,552,0.1959082335,552,0.1927062422,552,1.469984531,552,1.062034607,552,2.854667664,552,3.451143742,552,0.9584460855,552,1.478581071,552,1.766119957,552,1.574204803,
551,0.002278563101,551,0.002888508374,551,5.325572968,551,5.366379738,551,0.2658390105,551,0.2531876862,551,0.2008243501,551,0.1973573714,551,1.475065589,551,1.064660788,551,2.860656738,551,3.461046457,551,0.9591816068,551,1.479428649,551,1.76836884,551,1.579236984,
550,0.002316829748,550,0.002949976828,550,5.33918047,550,5.386637688,550,0.268761009,550,0.2559584081,550,0.2052397728,550,0.2022252679,550,1.480922699,550,1.067742586,550,2.866589308,550,3.468049526,550,0.9607374072,550,1.481311798,550,1.773765326,550,1.582266331,
549,0.002381904749,549,0.002966183703,549,5.35270071,549,5.413461208,549,0.2715998292,549,0.2587387264,549,0.2099794298,549,0.2067850232,549,1.483787179,549,1.069551229,549,2.873650789,549,3.474677801,549,0.9607201815,549,1.482003331,549,1.775205255,549,1.581791759,
548,0.002464979189,548,0.003114218824,548,5.369913101,548,5.425478458,548,0.2742964029,548,0.2607074082,548,0.2152422369,548,0.2114635557,548,1.488877416,548,1.072636247,548,2.874569178,548,3.48197031,548,0.9607711434,548,1.480916858,548,1.775204897,548,1.583222866,
547,0.00254898658,547,0.0032207896,547,5.382641792,547,5.443611145,547,0.2770455182,547,0.2635930181,547,0.2201773375,547,0.2172231376,547,1.490372419,547,1.075400829,547,2.882430077,547,3.48918438,547,0.9610515237,547,1.483636975,547,1.777775764,547,1.585067868,
546,0.002624079818,546,0.003389247227,546,5.38964653,546,5.461502075,546,0.2796797156,546,0.2666083872,546,0.2260328978,546,0.2222189605,546,1.493522048,546,1.079013824,546,2.884649992,546,3.494898319,546,0.9604104161,546,1.483512521,546,1.780231595,546,1.587690949,
545,0.002782001393,545,0.003545848886,545,5.412251949,545,5.465462208,545,0.2827505767,545,0.2687972188,545,0.2313991934,545,0.2274741679,545,1.491771698,545,1.080661416,545,2.893768787,545,3.495689392,545,0.9609788656,545,1.484255433,545,1.781810999,545,1.588898063,
544,0.002901143394,544,0.003689898876,544,5.419228554,544,5.488048553,544,0.2854305506,544,0.2717151344,544,0.2369811833,544,0.2330076844,544,1.495768905,544,1.082702875,544,2.900844097,544,3.496616125,544,0.960629642,544,1.483900309,544,1.784535885,544,1.591856837,
543,0.003096259432,543,0.003884479869,543,5.435134411,543,5.503486156,543,0.2893155813,543,0.2746757269,543,0.2426074594,543,0.2397115976,543,1.500863671,543,1.086355209,543,2.907544136,543,3.508537054,543,0.9633392692,543,1.488965511,543,1.79085207,543,1.592474222,
542,0.003238755511,542,0.004096715711,542,5.455118179,542,5.514762402,542,0.2913393378,542,0.2773783207,542,0.2488276362,542,0.2456574738,542,1.50660634,542,1.087171078,542,2.911235094,542,3.516646147,542,0.962808609,542,1.486921549,542,1.792317033,542,1.596150994,
541,0.003420538269,541,0.004300324246,541,5.457496643,541,5.531763077,541,0.2951287031,541,0.2800080478,541,0.2551823854,541,0.2521444857,541,1.510184288,541,1.090340018,541,2.91527462,541,3.52429533,541,0.9634056687,541,1.489519835,541,1.794716239,541,1.597453237,
540,0.003629093757,540,0.004529276863,540,5.471220016,540,5.542685032,540,0.2974757552,540,0.283432126,540,0.2619259059,540,0.2587459385,540,1.514619589,540,1.091474414,540,2.921621561,540,3.533267736,540,0.9644973278,540,1.490544319,540,1.796613932,540,1.601888299,
539,0.003890029853,539,0.004842474125,539,5.495173454,539,5.5617733,539,0.3006953597,539,0.2867356241,539,0.2688836157,539,0.2657652199,539,1.517271161,539,1.093716741,539,2.927456379,539,3.546268225,539,0.965988636,539,1.493425608,539,1.800650835,539,1.601673961,
538,0.004131174646,538,0.005182040855,538,5.512197971,538,5.574413776,538,0.3043726385,538,0.28965801,538,0.2762903273,538,0.2734624147,538,1.523770452,538,1.093421578,538,2.934895277,538,3.54975152,538,0.9678121805,538,1.493697524,538,1.802346587,538,1.606103301,
537,0.004368536174,537,0.005407733377,537,5.520652771,537,5.584937096,537,0.3076714277,537,0.2929064929,537,0.2839876711,537,0.2802884579,537,1.527020931,537,1.097442269,537,2.935875654,537,3.549329042,537,0.9671744108,537,1.496890903,537,1.806607604,537,1.606179833,
536,0.004616057966,536,0.00579486927,536,5.529650211,536,5.600457668,536,0.3108210564,536,0.2961639464,536,0.2912914753,536,0.2881043255,536,1.528085947,536,1.098021746,536,2.939738989,536,3.563493013,536,0.9684467912,536,1.496324182,536,1.80734098,536,1.609321594,
535,0.004911606666,535,0.006136250682,535,5.549885273,535,5.609090328,535,0.3145366907,535,0.2994081676,535,0.2995454967,535,0.2963789999,535,1.535823107,535,1.101120472,535,2.944988251,535,3.568199635,535,0.9698085785,535,1.49841392,535,1.810504794,535,1.612275481,
534,0.005240853876,534,0.006524972618,534,5.554867268,534,5.627994061,534,0.3174755275,534,0.3022595644,534,0.3078559935,534,0.3049115241,534,1.537172437,534,1.101478219,534,2.95067215,534,3.582344294,534,0.967764616,534,1.497292399,534,1.812015533,534,1.611856461,
533,0.005565608852,533,0.006951158401,533,5.574309349,533,5.641973495,533,0.3217930496,533,0.3062669635,533,0.3165226281,533,0.3135659099,533,1.541037083,533,1.101843834,533,2.953713417,533,3.579645872,533,0.9700216651,533,1.501367211,533,1.812303066,533,1.614145279,
532,0.005993119907,532,0.007410378195,532,5.592667103,532,5.663063526,532,0.3249089718,532,0.3091917932,532,0.3257259429,532,0.3226567805,532,1.543077946,532,1.106485009,532,2.956996441,532,3.586468697,532,0.9725254774,532,1.503013134,532,1.819928527,532,1.616626978,
531,0.006252397783,531,0.007858445868,531,5.597007275,531,5.670030594,531,0.3282718956,531,0.3126834929,531,0.3343225718,531,0.331513226,531,1.545451283,531,1.107785583,531,2.96369791,531,3.595953465,531,0.9712429643,531,1.503538013,531,1.819204092,531,1.618922234,
530,0.006764883641,530,0.008317359723,530,5.613306999,530,5.686075211,530,0.3323884308,530,0.3163758814,530,0.3451150656,530,0.341750592,530,1.549305677,530,1.109014392,530,2.9675951,530,3.606837749,530,0.9717243314,530,1.50507021,530,1.820903063,530,1.622579098,
529,0.007158032153,529,0.00881707482,529,5.622480869,529,5.696539402,529,0.3353547454,529,0.3193232715,529,0.3547011912,529,0.3521370888,529,1.552277803,529,1.109557509,529,2.968552589,529,3.610417366,529,0.9719264507,529,1.505130053,529,1.825108528,529,1.623766065,
528,0.007556900848,528,0.009357528761,528,5.64577198,528,5.711098194,528,0.3396519125,528,0.3232701421,528,0.3656392992,528,0.362875402,528,1.55414021,528,1.111152649,528,2.980115175,528,3.61441493,528,0.9736894965,528,1.507888675,528,1.828303337,528,1.623326063,
527,0.0080135772,527,0.009837909602,527,5.653708935,527,5.730462074,527,0.3435810506,527,0.327008456,527,0.3768886924,527,0.3735268414,527,1.558766961,527,1.112281203,527,2.983120203,527,3.61783433,527,0.9733790159,527,1.507055759,527,1.829067945,527,1.627818942,
526,0.008545666002,526,0.01046885271,526,5.673312187,526,5.73426199,526,0.3470264375,526,0.3306773007,526,0.3878772855,526,0.385114193,526,1.561275482,526,1.114755273,526,2.985904455,526,3.624117374,526,0.9756313562,526,1.509807706,526,1.83278966,526,1.629265308,
525,0.009093353525,525,0.01106990781,525,5.674013138,525,5.750538826,525,0.3515445292,525,0.3340349495,525,0.4005102515,525,0.397706002,525,1.562327504,525,1.113317847,525,2.995782375,525,3.629542828,525,0.9774852991,525,1.511962891,525,1.834608436,525,1.631455064,
524,0.009557204321,524,0.01176355686,524,5.69117403,524,5.76563406,524,0.3556647301,524,0.3386529088,524,0.4127952158,524,0.4103531539,524,1.564966679,524,1.116898417,524,2.995925188,524,3.636069059,524,0.9767584205,524,1.513720274,524,1.837608337,524,1.634159923,
523,0.01007607486,523,0.01243511681,523,5.72116375,523,5.776649475,523,0.3600260615,523,0.3427161872,523,0.4265477061,523,0.4236365259,523,1.567018628,523,1.117958307,523,3.007755995,523,3.649024963,523,0.9803759456,523,1.513948441,523,1.840168238,523,1.637030363,
522,0.01070175692,522,0.01300437469,522,5.725412846,522,5.798112392,522,0.3649472594,522,0.3472328782,522,0.440033704,522,0.4374735653,522,1.57055068,522,1.11922884,522,3.010319471,522,3.655142307,522,0.9789089561,522,1.51888454,522,1.840859532,522,1.637192249,
521,0.01116183959,521,0.01373840123,521,5.736176491,521,5.811070919,521,0.3687339723,521,0.351100862,521,0.4538020492,521,0.4526835382,521,1.572798491,521,1.119531989,521,3.011996746,521,3.658724308,521,0.9787506461,521,1.519168854,521,1.84450686,521,1.637893081,
520,0.01179333404,520,0.01446133386,520,5.754745483,520,5.830792427,520,0.3733769357,520,0.3554965854,520,0.4677853286,520,0.4666848779,520,1.57435751,520,1.120590091,520,3.017339468,520,3.66290164,520,0.9819242358,520,1.522227287,520,1.84546411,520,1.643311024,
519,0.01231000572,519,0.01504823193,519,5.768090725,519,5.851361275,519,0.3784639239,519,0.3603264987,519,0.4838941991,519,0.4823743105,519,1.576681733,519,1.120964527,519,3.020596743,519,3.667559147,519,0.9829434156,519,1.52273798,519,1.847505569,519,1.641566277,
