   0   0   1   2     0.72201     8.70230    15.91854
   0   0   2   2     1.44403     4.35115    32.15511
   0   0   3   2     2.16604     2.90077    49.08996
   0   0   4   2     2.88806     2.17557    67.26675
   0   0   5   2     3.61007     1.74046    87.63217
   0   0   6   2     4.33209     1.45038   112.36507
   0   1   1   4     0.86573     7.25769    19.11424
   0   1   2   4     1.52099     4.13099    33.91920
   0   1   3   4     2.21809     2.83270    50.35059
   0   1   4   4     2.92730     2.14641    68.30557
   0   1   5   4     3.64154     1.72542    88.59441
   0   1   6   4     4.35834     1.44165   113.40898
   0   2   0   2     0.95536     6.57674    21.11491
   0   2   1   4     1.19751     5.24688    26.55413
   0   2   2   4     1.73146     3.62884    38.78791
   0   2   3   4     2.36737     2.65407    54.00369
   0   2   4   4     3.04197     2.06550    71.37933
   0   2   5   4     3.73435     1.68254    91.47985
   0   2   6   4     4.43618     1.41635   116.59281
   0   3   1   4     1.60466     3.91559    35.84666
   0   3   2   4     2.03441     3.08845    45.92934
   0   3   3   4     2.59718     2.41923    59.74775
   0   3   4   4     3.22405     1.94885    76.38621
   0   3   5   4     3.88410     1.61767    96.30094
   0   3   6   4     4.56296     1.37700   122.11174
   0   4   0   2     1.91073     3.28837    42.99281
   0   4   1   4     2.04259     3.07608    46.12464
   0   4   2   4     2.39502     2.62344    54.68652
   0   4   3   4     2.88836     2.17535    67.27475
   0   4   4   4     3.46291     1.81442    83.23019
   0   4   5   4     4.08454     1.53828   103.13498
   0   5   1   4     2.49516     2.51815    57.17830
   0   5   2   4     2.79101     2.25122    64.72367
   0   5   3   4     3.22432     1.94868    76.39380
   0   5   4   4     3.74772     1.67654    91.90169
   0   5   5   4     4.32864     1.45154   112.22912
   0   6   0   2     2.86609     2.19225    66.68796
   0   6   1   4     2.95564     2.12583    69.05994
   0   6   2   4     3.20932     1.95780    75.97479
   0   6   3   4     3.59252     1.74896    87.09892
   0   6   4   4     4.06883     1.54422   102.58103
   0   6   5   4     4.60946     1.36311   124.25983
   0   7   1   4     3.42084     1.83674    81.99928
   0   7   2   4     3.64226     1.72508    88.61656
   0   7   3   4     3.98404     1.57709    99.64794
   0   7   4   4     4.41834     1.42207   115.85057
   0   8   0   2     3.82146     1.64419    94.25771
   0   8   1   4     3.88907     1.61560    96.46464
   0   8   2   4     4.08519     1.53804   103.15772
   0   8   3   4     4.39264     1.43039   114.79478
   0   9   1   4     4.35935     1.44131   113.44920
   0   9   2   4     4.53518     1.38543   120.86240
   1   0  -6   2     4.50747     1.39395   119.64008
   1   0  -5   2     3.85196     1.63117    95.24746
   1   0  -4   2     3.22497     1.94829    76.41191
   1   0  -3   2     2.64687     2.37382    61.01092
   1   0  -2   2     2.15731     2.91251    48.87904
   1   0  -1   2     1.82885     3.43560    41.06507
   1   0   0   2     1.75442     3.58135    39.32331
   1   0   1   2     1.96313     3.20059    44.23325
   1   0   2   2     2.38168     2.63813    54.35689
   1   0   3   2     2.92122     2.15087    68.14441
   1   0   4   2     3.52665     1.78163    85.11779
